# Input data ncmain.d4 generated by genpat2.f:Tx antenna pattern
# x,y,z of center point B in coord 3
#     -5.12	0	-1.5
# euler matrix
#      0	-1	0  
#      0.7071	0	0.7071
#     -0.7071	0	0.7071
#  theta(deg)    phi(deg)  E-theta(dB)  phase     E-phi(dB)    phase
	0	0	-200	0	18.992	0
	2	0	-200	0	18.898	0
	4	0	-200	0	18.619	0
	6	0	-200	0	18.152	0
	8	0	-200	0	17.497	0
	10	0	-200	0	16.651	0
	12	0	-200	0	15.614	0
	14	0	-200	0	14.382	0
	16	0	-200	0	12.952	0
	18	0	-200	0	11.32	0
	20	0	-200	0	9.483	0
	22	0	-200	0	7.434	0
	24	0	-200	0	5.169	0
	26	0	-200	0	2.68	0
	28	0	-200	0	-0.039	0
	30	0	-200	0	-2.998	0
	32	0	-200	0	-6.204	0
	34	0	-200	0	-9.67	0
	36	0	-200	0	-13.407	0
	38	0	-200	0	-17.429	0
	40	0	-200	0	-21.751	0
	42	0	-200	0	-26.391	0
	44	0	-200	0	-31.368	0
	46	0	-200	0	-36.705	0
	48	0	-200	0	-42.429	0
	50	0	-200	0	-48.569	0
	52	0	-200	0	-55.16	0
	54	0	-200	0	-62.243	0
	56	0	-200	0	-69.867	0
	58	0	-200	0	-78.087	0
	60	0	-200	0	-86.971	0
	62	0	-200	0	-96.602	0
	64	0	-200	0	-107.08	0
	66	0	-200	0	-118.53	0
	68	0	-200	0	-131.11	0
	70	0	-200	0	-145.022	0
	72	0	-200	0	-160.534	0
	74	0	-200	0	-177.982	0
	76	0	-200	0	-195.848	0
	78	0	-200	0	-199.967	0
	80	0	-200	0	-200	0
	82	0	-200	0	-200	0
	84	0	-200	0	-200	0
	86	0	-200	0	-200	0
	88	0	-200	0	-200	0
	90	0	-200	0	-200	0
	92	0	-200	0	-200	0
	94	0	-200	0	-200	0
	96	0	-200	0	-200	0
	98	0	-200	0	-200	0
	100	0	-200	0	-200	0
	102	0	-200	0	-200	0
	104	0	-200	0	-200	0
	106	0	-200	0	-200	0
	108	0	-200	0	-200	0
	110	0	-200	0	-200	0
	112	0	-200	0	-200	0
	114	0	-200	0	-200	0
	116	0	-200	0	-200	0
	118	0	-200	0	-200	0
	120	0	-200	0	-200	0
	122	0	-200	0	-200	0
	124	0	-200	0	-200	0
	126	0	-200	0	-200	0
	128	0	-200	0	-200	0
	130	0	-200	0	-200	0
	132	0	-200	0	-200	0
	134	0	-200	0	-200	0
	136	0	-200	0	-200	0
	138	0	-200	0	-200	0
	140	0	-200	0	-200	0
	142	0	-200	0	-200	0
	144	0	-200	0	-200	0
	146	0	-200	0	-200	0
	148	0	-200	0	-200	0
	150	0	-200	0	-200	0
	152	0	-200	0	-200	0
	154	0	-200	0	-200	0
	156	0	-200	0	-200	0
	158	0	-200	0	-200	0
	160	0	-200	0	-200	0
	162	0	-200	0	-200	0
	164	0	-200	0	-200	0
	166	0	-200	0	-200	0
	168	0	-200	0	-200	0
	170	0	-200	0	-200	0
	172	0	-200	0	-200	0
	174	0	-200	0	-200	0
	176	0	-200	0	-200	0
	178	0	-200	0	-200	0
	180	0	-200	0	-200	0
e
